# bass_py recombination reference table
# Source: HyRec-2 (nanoomlee/HYREC-2) + sandbox post-processing
# Generated: 2026-04-18
# Cosmology: Planck 2018-like (HyRec default input.dat)
#   h         = 0.6735837
#   T_CMB     = 2.7255 K
#   Omega_b   = 0.0494142797907188
#   Omega_cb  = 0.31242079216478097
#   Y_He      = 0.245
#   N_eff     = 3.046
#   m_nu_tot  = 0.06 eV
#   Omega_m_total = 0.313841
#   Omega_r_total = 9.220339e-05
#   Omega_Lambda  = 0.686067
#   n_H(z=0)  = 1.899866e-01 /m^3
# Reionization NOT included (recombination history only).
# Columns: z, x_e, T_m[K], tau_dot[1/Mpc], kappa[dimensionless]
z,x_e,T_m,tau_dot,kappa
2.776000e+03,1.080556e+00,7.568711e+03,3.249786e+00,1.715656e+02
2.777000e+03,1.080568e+00,7.571437e+03,3.252163e+00,1.716965e+02
2.778000e+03,1.080580e+00,7.574162e+03,3.254541e+00,1.718275e+02
2.779000e+03,1.080592e+00,7.576888e+03,3.256920e+00,1.719584e+02
2.780000e+03,1.080604e+00,7.579613e+03,3.259300e+00,1.720894e+02
2.781000e+03,1.080616e+00,7.582339e+03,3.261680e+00,1.722204e+02
2.782000e+03,1.080628e+00,7.585064e+03,3.264060e+00,1.723514e+02
2.783000e+03,1.080639e+00,7.587790e+03,3.266441e+00,1.724824e+02
2.784000e+03,1.080651e+00,7.590515e+03,3.268823e+00,1.726135e+02
2.785000e+03,1.080662e+00,7.593241e+03,3.271205e+00,1.727445e+02
2.786000e+03,1.080673e+00,7.595966e+03,3.273588e+00,1.728756e+02
2.787000e+03,1.080685e+00,7.598692e+03,3.275972e+00,1.730066e+02
2.788000e+03,1.080696e+00,7.601417e+03,3.278356e+00,1.731377e+02
2.789000e+03,1.080707e+00,7.604143e+03,3.280740e+00,1.732688e+02
2.790000e+03,1.080717e+00,7.606868e+03,3.283126e+00,1.734000e+02
2.791000e+03,1.080728e+00,7.609594e+03,3.285511e+00,1.735311e+02
2.792000e+03,1.080739e+00,7.612319e+03,3.287898e+00,1.736622e+02
2.793000e+03,1.080749e+00,7.615045e+03,3.290285e+00,1.737934e+02
2.794000e+03,1.080760e+00,7.617770e+03,3.292672e+00,1.739246e+02
2.795000e+03,1.080770e+00,7.620496e+03,3.295061e+00,1.740558e+02
2.796000e+03,1.080781e+00,7.623221e+03,3.297449e+00,1.741870e+02
2.797000e+03,1.080791e+00,7.625947e+03,3.299839e+00,1.743182e+02
2.798000e+03,1.080801e+00,7.628672e+03,3.302229e+00,1.744494e+02
2.799000e+03,1.080811e+00,7.631398e+03,3.304619e+00,1.745807e+02
2.800000e+03,1.080821e+00,7.634123e+03,3.307010e+00,1.747119e+02
2.801000e+03,1.080831e+00,7.636849e+03,3.309402e+00,1.748432e+02
2.802000e+03,1.080840e+00,7.639574e+03,3.311794e+00,1.749745e+02
2.803000e+03,1.080850e+00,7.642300e+03,3.314187e+00,1.751058e+02
2.804000e+03,1.080859e+00,7.645025e+03,3.316581e+00,1.752371e+02
2.805000e+03,1.080869e+00,7.647751e+03,3.318975e+00,1.753684e+02
2.806000e+03,1.080878e+00,7.650476e+03,3.321370e+00,1.754998e+02
2.807000e+03,1.080887e+00,7.653202e+03,3.323765e+00,1.756311e+02
2.808000e+03,1.080897e+00,7.655927e+03,3.326161e+00,1.757625e+02
2.809000e+03,1.080906e+00,7.658653e+03,3.328558e+00,1.758939e+02
2.810000e+03,1.080915e+00,7.661378e+03,3.330955e+00,1.760253e+02
2.811000e+03,1.080923e+00,7.664104e+03,3.333353e+00,1.761567e+02
2.812000e+03,1.080932e+00,7.666829e+03,3.335751e+00,1.762882e+02
2.813000e+03,1.080941e+00,7.669555e+03,3.338150e+00,1.764196e+02
2.814000e+03,1.080950e+00,7.672280e+03,3.340549e+00,1.765510e+02
2.815000e+03,1.080958e+00,7.675006e+03,3.342950e+00,1.766825e+02
2.816000e+03,1.080967e+00,7.677731e+03,3.345350e+00,1.768140e+02
2.817000e+03,1.080975e+00,7.680457e+03,3.347752e+00,1.769455e+02
2.818000e+03,1.080983e+00,7.683182e+03,3.350154e+00,1.770770e+02
2.819000e+03,1.080991e+00,7.685908e+03,3.352557e+00,1.772085e+02
2.820000e+03,1.080999e+00,7.688633e+03,3.354960e+00,1.773401e+02
2.821000e+03,1.081008e+00,7.691359e+03,3.357364e+00,1.774716e+02
2.822000e+03,1.081015e+00,7.694084e+03,3.359768e+00,1.776032e+02
2.823000e+03,1.081023e+00,7.696810e+03,3.362173e+00,1.777348e+02
2.824000e+03,1.081031e+00,7.699535e+03,3.364579e+00,1.778664e+02
2.825000e+03,1.081039e+00,7.702261e+03,3.366986e+00,1.779980e+02
2.826000e+03,1.081046e+00,7.704986e+03,3.369393e+00,1.781296e+02
2.827000e+03,1.081054e+00,7.707712e+03,3.371800e+00,1.782612e+02
2.828000e+03,1.081061e+00,7.710437e+03,3.374208e+00,1.783929e+02
2.829000e+03,1.081069e+00,7.713163e+03,3.376617e+00,1.785245e+02
2.830000e+03,1.081076e+00,7.715888e+03,3.379027e+00,1.786562e+02
2.831000e+03,1.081083e+00,7.718614e+03,3.381437e+00,1.787879e+02
2.832000e+03,1.081090e+00,7.721339e+03,3.383848e+00,1.789196e+02
2.833000e+03,1.081097e+00,7.724065e+03,3.386259e+00,1.790513e+02
2.834000e+03,1.081104e+00,7.726790e+03,3.388671e+00,1.791831e+02
2.835000e+03,1.081111e+00,7.729516e+03,3.391084e+00,1.793148e+02
2.836000e+03,1.081118e+00,7.732241e+03,3.393497e+00,1.794466e+02
2.837000e+03,1.081125e+00,7.734967e+03,3.395911e+00,1.795783e+02
2.838000e+03,1.081132e+00,7.737692e+03,3.398326e+00,1.797101e+02
2.839000e+03,1.081138e+00,7.740418e+03,3.400741e+00,1.798419e+02
2.840000e+03,1.081145e+00,7.743143e+03,3.403158e+00,1.799737e+02
2.841000e+03,1.081152e+00,7.745869e+03,3.405575e+00,1.801055e+02
2.842000e+03,1.081158e+00,7.748594e+03,3.407992e+00,1.802374e+02
2.843000e+03,1.081164e+00,7.751320e+03,3.410410e+00,1.803692e+02
2.844000e+03,1.081171e+00,7.754045e+03,3.412829e+00,1.805011e+02
2.845000e+03,1.081177e+00,7.756771e+03,3.415249e+00,1.806330e+02
2.846000e+03,1.081183e+00,7.759496e+03,3.417669e+00,1.807649e+02
2.847000e+03,1.081190e+00,7.762222e+03,3.420090e+00,1.808968e+02
2.848000e+03,1.081196e+00,7.764947e+03,3.422511e+00,1.810287e+02
2.849000e+03,1.081202e+00,7.767673e+03,3.424933e+00,1.811606e+02
2.850000e+03,1.081208e+00,7.770398e+03,3.427356e+00,1.812926e+02
2.851000e+03,1.081213e+00,7.773124e+03,3.429779e+00,1.814245e+02
2.852000e+03,1.081219e+00,7.775849e+03,3.432203e+00,1.815565e+02
2.853000e+03,1.081225e+00,7.778575e+03,3.434627e+00,1.816885e+02
2.854000e+03,1.081230e+00,7.781300e+03,3.437052e+00,1.818205e+02
2.855000e+03,1.081236e+00,7.784026e+03,3.439478e+00,1.819525e+02
2.856000e+03,1.081241e+00,7.786751e+03,3.441905e+00,1.820845e+02
2.857000e+03,1.081247e+00,7.789477e+03,3.444332e+00,1.822165e+02
2.858000e+03,1.081252e+00,7.792202e+03,3.446759e+00,1.823486e+02
2.859000e+03,1.081257e+00,7.794928e+03,3.449188e+00,1.824807e+02
2.860000e+03,1.081263e+00,7.797653e+03,3.451617e+00,1.826127e+02
2.861000e+03,1.081268e+00,7.800379e+03,3.454046e+00,1.827448e+02
2.862000e+03,1.081273e+00,7.803104e+03,3.456477e+00,1.828769e+02
2.863000e+03,1.081278e+00,7.805830e+03,3.458908e+00,1.830090e+02
2.864000e+03,1.081283e+00,7.808555e+03,3.461340e+00,1.831412e+02
2.865000e+03,1.081288e+00,7.811281e+03,3.463772e+00,1.832733e+02
2.866000e+03,1.081293e+00,7.814006e+03,3.466205e+00,1.834055e+02
2.867000e+03,1.081297e+00,7.816732e+03,3.468639e+00,1.835376e+02
2.868000e+03,1.081302e+00,7.819457e+03,3.471073e+00,1.836698e+02
2.869000e+03,1.081307e+00,7.822183e+03,3.473508e+00,1.838020e+02
2.870000e+03,1.081311e+00,7.824908e+03,3.475944e+00,1.839342e+02
2.871000e+03,1.081316e+00,7.827634e+03,3.478381e+00,1.840664e+02
2.872000e+03,1.081320e+00,7.830359e+03,3.480818e+00,1.841987e+02
2.873000e+03,1.081325e+00,7.833085e+03,3.483256e+00,1.843309e+02
2.874000e+03,1.081329e+00,7.835810e+03,3.485694e+00,1.844632e+02
2.875000e+03,1.081334e+00,7.838536e+03,3.488134e+00,1.845955e+02
2.876000e+03,1.081338e+00,7.841261e+03,3.490574e+00,1.847277e+02
2.877000e+03,1.081342e+00,7.843987e+03,3.493015e+00,1.848600e+02
2.878000e+03,1.081346e+00,7.846712e+03,3.495456e+00,1.849924e+02
2.879000e+03,1.081351e+00,7.849438e+03,3.497898e+00,1.851247e+02
2.880000e+03,1.081355e+00,7.852163e+03,3.500341e+00,1.852570e+02
2.881000e+03,1.081359e+00,7.854889e+03,3.502785e+00,1.853894e+02
2.882000e+03,1.081363e+00,7.857614e+03,3.505229e+00,1.855217e+02
2.883000e+03,1.081367e+00,7.860340e+03,3.507674e+00,1.856541e+02
2.884000e+03,1.081371e+00,7.863065e+03,3.510120e+00,1.857865e+02
2.885000e+03,1.081375e+00,7.865791e+03,3.512566e+00,1.859189e+02
2.886000e+03,1.081378e+00,7.868516e+03,3.515013e+00,1.860513e+02
2.887000e+03,1.081382e+00,7.871242e+03,3.517461e+00,1.861837e+02
2.888000e+03,1.081386e+00,7.873967e+03,3.519910e+00,1.863162e+02
2.889000e+03,1.081390e+00,7.876693e+03,3.522359e+00,1.864486e+02
2.890000e+03,1.081393e+00,7.879418e+03,3.524809e+00,1.865811e+02
2.891000e+03,1.081397e+00,7.882144e+03,3.527260e+00,1.867136e+02
2.892000e+03,1.081401e+00,7.884869e+03,3.529711e+00,1.868461e+02
2.893000e+03,1.081404e+00,7.887595e+03,3.532163e+00,1.869786e+02
2.894000e+03,1.081408e+00,7.890320e+03,3.534616e+00,1.871111e+02
2.895000e+03,1.081411e+00,7.893046e+03,3.537070e+00,1.872436e+02
2.896000e+03,1.081415e+00,7.895771e+03,3.539524e+00,1.873762e+02
2.897000e+03,1.081418e+00,7.898497e+03,3.541979e+00,1.875087e+02
2.898000e+03,1.081421e+00,7.901222e+03,3.544435e+00,1.876413e+02
2.899000e+03,1.081425e+00,7.903948e+03,3.546892e+00,1.877739e+02
2.900000e+03,1.081428e+00,7.906673e+03,3.549349e+00,1.879065e+02
2.901000e+03,1.081431e+00,7.909399e+03,3.551807e+00,1.880391e+02
2.902000e+03,1.081434e+00,7.912124e+03,3.554266e+00,1.881717e+02
2.903000e+03,1.081437e+00,7.914850e+03,3.556725e+00,1.883043e+02
2.904000e+03,1.081441e+00,7.917575e+03,3.559185e+00,1.884370e+02
2.905000e+03,1.081444e+00,7.920301e+03,3.561646e+00,1.885696e+02
2.906000e+03,1.081447e+00,7.923026e+03,3.564108e+00,1.887023e+02
2.907000e+03,1.081450e+00,7.925752e+03,3.566570e+00,1.888350e+02
2.908000e+03,1.081453e+00,7.928477e+03,3.569034e+00,1.889677e+02
2.909000e+03,1.081456e+00,7.931203e+03,3.571497e+00,1.891004e+02
2.910000e+03,1.081459e+00,7.933928e+03,3.573962e+00,1.892331e+02
2.911000e+03,1.081461e+00,7.936654e+03,3.576428e+00,1.893659e+02
2.912000e+03,1.081464e+00,7.939379e+03,3.578894e+00,1.894986e+02
2.913000e+03,1.081467e+00,7.942105e+03,3.581361e+00,1.896314e+02
2.914000e+03,1.081470e+00,7.944830e+03,3.583828e+00,1.897641e+02
2.915000e+03,1.081473e+00,7.947556e+03,3.586297e+00,1.898969e+02
2.916000e+03,1.081475e+00,7.950281e+03,3.588766e+00,1.900297e+02
2.917000e+03,1.081478e+00,7.953007e+03,3.591236e+00,1.901625e+02
2.918000e+03,1.081481e+00,7.955732e+03,3.593706e+00,1.902954e+02
2.919000e+03,1.081483e+00,7.958458e+03,3.596178e+00,1.904282e+02
2.920000e+03,1.081486e+00,7.961183e+03,3.598650e+00,1.905610e+02
2.921000e+03,1.081488e+00,7.963909e+03,3.601123e+00,1.906939e+02
2.922000e+03,1.081491e+00,7.966634e+03,3.603596e+00,1.908268e+02
2.923000e+03,1.081493e+00,7.969360e+03,3.606071e+00,1.909597e+02
2.924000e+03,1.081496e+00,7.972085e+03,3.608546e+00,1.910926e+02
2.925000e+03,1.081498e+00,7.974811e+03,3.611022e+00,1.912255e+02
2.926000e+03,1.081501e+00,7.977536e+03,3.613498e+00,1.913584e+02
2.927000e+03,1.081503e+00,7.980262e+03,3.615976e+00,1.914913e+02
2.928000e+03,1.081505e+00,7.982987e+03,3.618454e+00,1.916243e+02
2.929000e+03,1.081508e+00,7.985713e+03,3.620933e+00,1.917572e+02
2.930000e+03,1.081510e+00,7.988438e+03,3.623413e+00,1.918902e+02
2.931000e+03,1.081512e+00,7.991164e+03,3.625893e+00,1.920232e+02
2.932000e+03,1.081514e+00,7.993889e+03,3.628374e+00,1.921562e+02
2.933000e+03,1.081517e+00,7.996615e+03,3.630856e+00,1.922892e+02
2.934000e+03,1.081519e+00,7.999340e+03,3.633339e+00,1.924222e+02
2.935000e+03,1.081521e+00,8.002066e+03,3.635823e+00,1.925553e+02
2.936000e+03,1.081523e+00,8.004791e+03,3.638307e+00,1.926883e+02
2.937000e+03,1.081525e+00,8.007517e+03,3.640792e+00,1.928214e+02
2.938000e+03,1.081527e+00,8.010242e+03,3.643278e+00,1.929544e+02
2.939000e+03,1.081529e+00,8.012968e+03,3.645764e+00,1.930875e+02
2.940000e+03,1.081531e+00,8.015693e+03,3.648252e+00,1.932206e+02
2.941000e+03,1.081533e+00,8.018419e+03,3.650740e+00,1.933537e+02
2.942000e+03,1.081535e+00,8.021144e+03,3.653229e+00,1.934869e+02
2.943000e+03,1.081537e+00,8.023870e+03,3.655719e+00,1.936200e+02
2.944000e+03,1.081539e+00,8.026595e+03,3.658209e+00,1.937531e+02
2.945000e+03,1.081541e+00,8.029321e+03,3.660700e+00,1.938863e+02
2.946000e+03,1.081543e+00,8.032046e+03,3.663192e+00,1.940195e+02
2.947000e+03,1.081545e+00,8.034772e+03,3.665685e+00,1.941526e+02
2.948000e+03,1.081547e+00,8.037497e+03,3.668179e+00,1.942858e+02
2.949000e+03,1.081549e+00,8.040223e+03,3.670673e+00,1.944191e+02
2.950000e+03,1.081550e+00,8.042948e+03,3.673168e+00,1.945523e+02
2.951000e+03,1.081552e+00,8.045674e+03,3.675664e+00,1.946855e+02
2.952000e+03,1.081554e+00,8.048399e+03,3.678161e+00,1.948188e+02
2.953000e+03,1.081556e+00,8.051125e+03,3.680658e+00,1.949520e+02
2.954000e+03,1.081557e+00,8.053850e+03,3.683157e+00,1.950853e+02
2.955000e+03,1.081559e+00,8.056576e+03,3.685656e+00,1.952186e+02
2.956000e+03,1.081561e+00,8.059301e+03,3.688155e+00,1.953519e+02
2.957000e+03,1.081562e+00,8.062027e+03,3.690656e+00,1.954852e+02
2.958000e+03,1.081564e+00,8.064752e+03,3.693157e+00,1.956185e+02
2.959000e+03,1.081566e+00,8.067478e+03,3.695660e+00,1.957518e+02
2.960000e+03,1.081567e+00,8.070203e+03,3.698163e+00,1.958852e+02
2.961000e+03,1.081569e+00,8.072929e+03,3.700666e+00,1.960185e+02
2.962000e+03,1.081570e+00,8.075654e+03,3.703171e+00,1.961519e+02
2.963000e+03,1.081572e+00,8.078380e+03,3.705676e+00,1.962853e+02
2.964000e+03,1.081573e+00,8.081105e+03,3.708182e+00,1.964187e+02
2.965000e+03,1.081575e+00,8.083831e+03,3.710689e+00,1.965521e+02
2.966000e+03,1.081576e+00,8.086556e+03,3.713197e+00,1.966855e+02
2.967000e+03,1.081578e+00,8.089282e+03,3.715705e+00,1.968189e+02
2.968000e+03,1.081579e+00,8.092007e+03,3.718215e+00,1.969523e+02
2.969000e+03,1.081581e+00,8.094733e+03,3.720725e+00,1.970858e+02
2.970000e+03,1.081582e+00,8.097458e+03,3.723235e+00,1.972193e+02
2.971000e+03,1.081584e+00,8.100184e+03,3.725747e+00,1.973527e+02
2.972000e+03,1.081585e+00,8.102909e+03,3.728260e+00,1.974862e+02
2.973000e+03,1.081586e+00,8.105635e+03,3.730773e+00,1.976197e+02
2.974000e+03,1.081588e+00,8.108360e+03,3.733287e+00,1.977532e+02
2.975000e+03,1.081589e+00,8.111086e+03,3.735802e+00,1.978868e+02
2.976000e+03,1.081590e+00,8.113811e+03,3.738317e+00,1.980203e+02
2.977000e+03,1.081592e+00,8.116537e+03,3.740834e+00,1.981539e+02
2.978000e+03,1.081593e+00,8.119262e+03,3.743351e+00,1.982874e+02
2.979000e+03,1.081594e+00,8.121988e+03,3.745869e+00,1.984210e+02
2.980000e+03,1.081596e+00,8.124713e+03,3.748388e+00,1.985546e+02
2.981000e+03,1.081597e+00,8.127439e+03,3.750907e+00,1.986882e+02
2.982000e+03,1.081598e+00,8.130164e+03,3.753428e+00,1.988218e+02
2.983000e+03,1.081599e+00,8.132890e+03,3.755949e+00,1.989554e+02
2.984000e+03,1.081600e+00,8.135615e+03,3.758471e+00,1.990891e+02
2.985000e+03,1.081602e+00,8.138341e+03,3.760994e+00,1.992227e+02
2.986000e+03,1.081603e+00,8.141066e+03,3.763517e+00,1.993564e+02
2.987000e+03,1.081604e+00,8.143792e+03,3.766042e+00,1.994900e+02
2.988000e+03,1.081605e+00,8.146517e+03,3.768567e+00,1.996237e+02
2.989000e+03,1.081606e+00,8.149243e+03,3.771093e+00,1.997574e+02
2.990000e+03,1.081607e+00,8.151968e+03,3.773620e+00,1.998911e+02
2.991000e+03,1.081608e+00,8.154694e+03,3.776147e+00,2.000248e+02
2.992000e+03,1.081610e+00,8.157419e+03,3.778676e+00,2.001586e+02
2.993000e+03,1.081611e+00,8.160145e+03,3.781205e+00,2.002923e+02
2.994000e+03,1.081612e+00,8.162870e+03,3.783735e+00,2.004261e+02
2.995000e+03,1.081613e+00,8.165596e+03,3.786266e+00,2.005598e+02
2.996000e+03,1.081614e+00,8.168321e+03,3.788797e+00,2.006936e+02
2.997000e+03,1.081615e+00,8.171047e+03,3.791330e+00,2.008274e+02
2.998000e+03,1.081616e+00,8.173772e+03,3.793863e+00,2.009612e+02
2.999000e+03,1.081617e+00,8.176498e+03,3.796397e+00,2.010950e+02
3.000000e+03,1.081618e+00,8.179223e+03,3.798932e+00,2.012289e+02
3.001000e+03,1.081619e+00,8.181949e+03,3.801468e+00,2.013627e+02
3.002000e+03,1.081620e+00,8.184674e+03,3.804004e+00,2.014966e+02
3.003000e+03,1.081621e+00,8.187400e+03,3.806541e+00,2.016304e+02
3.004000e+03,1.081622e+00,8.190125e+03,3.809079e+00,2.017643e+02
3.005000e+03,1.081623e+00,8.192851e+03,3.811618e+00,2.018982e+02
3.006000e+03,1.081624e+00,8.195576e+03,3.814158e+00,2.020321e+02
3.007000e+03,1.081625e+00,8.198302e+03,3.816699e+00,2.021660e+02
3.008000e+03,1.081625e+00,8.201027e+03,3.819240e+00,2.022999e+02
3.009000e+03,1.081626e+00,8.203753e+03,3.821782e+00,2.024339e+02
3.010000e+03,1.081627e+00,8.206478e+03,3.824325e+00,2.025678e+02
3.011000e+03,1.081628e+00,8.209204e+03,3.826869e+00,2.027018e+02
3.012000e+03,1.081629e+00,8.211929e+03,3.829413e+00,2.028357e+02
3.013000e+03,1.081630e+00,8.214655e+03,3.831959e+00,2.029697e+02
3.014000e+03,1.081631e+00,8.217380e+03,3.834505e+00,2.031037e+02
3.015000e+03,1.081632e+00,8.220106e+03,3.837052e+00,2.032377e+02
3.016000e+03,1.081632e+00,8.222831e+03,3.839600e+00,2.033717e+02
3.017000e+03,1.081633e+00,8.225557e+03,3.842148e+00,2.035058e+02
3.018000e+03,1.081634e+00,8.228282e+03,3.844698e+00,2.036398e+02
3.019000e+03,1.081635e+00,8.231008e+03,3.847248e+00,2.037739e+02
3.020000e+03,1.081636e+00,8.233733e+03,3.849799e+00,2.039079e+02
3.021000e+03,1.081636e+00,8.236459e+03,3.852351e+00,2.040420e+02
3.022000e+03,1.081637e+00,8.239184e+03,3.854904e+00,2.041761e+02
3.023000e+03,1.081638e+00,8.241910e+03,3.857457e+00,2.043102e+02
3.024000e+03,1.081639e+00,8.244635e+03,3.860012e+00,2.044443e+02
3.025000e+03,1.081639e+00,8.247361e+03,3.862567e+00,2.045784e+02
3.026000e+03,1.081640e+00,8.250086e+03,3.865123e+00,2.047126e+02
3.027000e+03,1.081641e+00,8.252812e+03,3.867680e+00,2.048467e+02
3.028000e+03,1.081642e+00,8.255537e+03,3.870237e+00,2.049809e+02
3.029000e+03,1.081642e+00,8.258263e+03,3.872796e+00,2.051151e+02
3.030000e+03,1.081643e+00,8.260988e+03,3.875355e+00,2.052492e+02
3.031000e+03,1.081644e+00,8.263714e+03,3.877915e+00,2.053834e+02
3.032000e+03,1.081644e+00,8.266439e+03,3.880476e+00,2.055176e+02
3.033000e+03,1.081645e+00,8.269165e+03,3.883038e+00,2.056519e+02
3.034000e+03,1.081646e+00,8.271890e+03,3.885600e+00,2.057861e+02
3.035000e+03,1.081646e+00,8.274616e+03,3.888163e+00,2.059203e+02
3.036000e+03,1.081647e+00,8.277341e+03,3.890728e+00,2.060546e+02
3.037000e+03,1.081648e+00,8.280067e+03,3.893293e+00,2.061889e+02
3.038000e+03,1.081648e+00,8.282792e+03,3.895858e+00,2.063231e+02
3.039000e+03,1.081649e+00,8.285518e+03,3.898425e+00,2.064574e+02
3.040000e+03,1.081650e+00,8.288243e+03,3.900992e+00,2.065917e+02
3.041000e+03,1.081650e+00,8.290969e+03,3.903561e+00,2.067260e+02
3.042000e+03,1.081651e+00,8.293694e+03,3.906130e+00,2.068604e+02
3.043000e+03,1.081651e+00,8.296420e+03,3.908700e+00,2.069947e+02
3.044000e+03,1.081652e+00,8.299145e+03,3.911270e+00,2.071291e+02
3.045000e+03,1.081653e+00,8.301871e+03,3.913842e+00,2.072634e+02
3.046000e+03,1.081653e+00,8.304596e+03,3.916414e+00,2.073978e+02
3.047000e+03,1.081654e+00,8.307322e+03,3.918987e+00,2.075322e+02
3.048000e+03,1.081654e+00,8.310047e+03,3.921561e+00,2.076666e+02
3.049000e+03,1.081655e+00,8.312773e+03,3.924136e+00,2.078010e+02
3.050000e+03,1.081656e+00,8.315498e+03,3.926712e+00,2.079354e+02
3.051000e+03,1.081656e+00,8.318224e+03,3.929288e+00,2.080698e+02
3.052000e+03,1.081657e+00,8.320949e+03,3.931866e+00,2.082043e+02
3.053000e+03,1.081657e+00,8.323675e+03,3.934444e+00,2.083387e+02
3.054000e+03,1.081658e+00,8.326400e+03,3.937023e+00,2.084732e+02
3.055000e+03,1.081658e+00,8.329126e+03,3.939603e+00,2.086077e+02
3.056000e+03,1.081659e+00,8.331851e+03,3.942183e+00,2.087422e+02
3.057000e+03,1.081659e+00,8.334577e+03,3.944765e+00,2.088767e+02
3.058000e+03,1.081660e+00,8.337303e+03,3.947347e+00,2.090112e+02
3.059000e+03,1.081660e+00,8.340028e+03,3.949930e+00,2.091457e+02
3.060000e+03,1.081661e+00,8.342754e+03,3.952514e+00,2.092802e+02
3.061000e+03,1.081661e+00,8.345479e+03,3.955099e+00,2.094148e+02
3.062000e+03,1.081662e+00,8.348205e+03,3.957684e+00,2.095493e+02
3.063000e+03,1.081662e+00,8.350930e+03,3.960271e+00,2.096839e+02
3.064000e+03,1.081663e+00,8.353656e+03,3.962858e+00,2.098185e+02
3.065000e+03,1.081663e+00,8.356381e+03,3.965446e+00,2.099531e+02
3.066000e+03,1.081664e+00,8.359107e+03,3.968035e+00,2.100877e+02
3.067000e+03,1.081664e+00,8.361832e+03,3.970624e+00,2.102223e+02
3.068000e+03,1.081665e+00,8.364558e+03,3.973215e+00,2.103569e+02
3.069000e+03,1.081665e+00,8.367283e+03,3.975806e+00,2.104916e+02
3.070000e+03,1.081665e+00,8.370009e+03,3.978398e+00,2.106262e+02
3.071000e+03,1.081666e+00,8.372734e+03,3.980991e+00,2.107609e+02
3.072000e+03,1.081666e+00,8.375460e+03,3.983585e+00,2.108956e+02
3.073000e+03,1.081667e+00,8.378185e+03,3.986180e+00,2.110303e+02
3.074000e+03,1.081667e+00,8.380911e+03,3.988775e+00,2.111650e+02
3.075000e+03,1.081668e+00,8.383636e+03,3.991372e+00,2.112997e+02
3.076000e+03,1.081668e+00,8.386362e+03,3.993969e+00,2.114344e+02
3.077000e+03,1.081668e+00,8.389087e+03,3.996567e+00,2.115691e+02
3.078000e+03,1.081669e+00,8.391813e+03,3.999166e+00,2.117039e+02
3.079000e+03,1.081669e+00,8.394538e+03,4.001765e+00,2.118386e+02
3.080000e+03,1.081670e+00,8.397264e+03,4.004366e+00,2.119734e+02
3.081000e+03,1.081670e+00,8.399989e+03,4.006967e+00,2.121082e+02
3.082000e+03,1.081670e+00,8.402715e+03,4.009569e+00,2.122430e+02
3.083000e+03,1.081671e+00,8.405440e+03,4.012172e+00,2.123778e+02
3.084000e+03,1.081671e+00,8.408166e+03,4.014776e+00,2.125126e+02
3.085000e+03,1.081672e+00,8.410891e+03,4.017380e+00,2.126474e+02
3.086000e+03,1.081672e+00,8.413617e+03,4.019986e+00,2.127822e+02
3.087000e+03,1.081672e+00,8.416342e+03,4.022592e+00,2.129171e+02
3.088000e+03,1.081673e+00,8.419068e+03,4.025199e+00,2.130519e+02
3.089000e+03,1.081673e+00,8.421793e+03,4.027807e+00,2.131868e+02
3.090000e+03,1.081673e+00,8.424519e+03,4.030416e+00,2.133217e+02
3.091000e+03,1.081674e+00,8.427244e+03,4.033025e+00,2.134566e+02
3.092000e+03,1.081674e+00,8.429970e+03,4.035636e+00,2.135915e+02
3.093000e+03,1.081674e+00,8.432695e+03,4.038247e+00,2.137264e+02
3.094000e+03,1.081675e+00,8.435421e+03,4.040859e+00,2.138613e+02
3.095000e+03,1.081675e+00,8.438146e+03,4.043472e+00,2.139963e+02
3.096000e+03,1.081675e+00,8.440872e+03,4.046086e+00,2.141312e+02
3.097000e+03,1.081676e+00,8.443597e+03,4.048700e+00,2.142662e+02
3.098000e+03,1.081676e+00,8.446323e+03,4.051316e+00,2.144012e+02
3.099000e+03,1.081676e+00,8.449048e+03,4.053932e+00,2.145362e+02
3.100000e+03,1.081677e+00,8.451774e+03,4.056549e+00,2.146712e+02
3.101000e+03,1.081677e+00,8.454499e+03,4.059167e+00,2.148062e+02
3.102000e+03,1.081677e+00,8.457225e+03,4.061785e+00,2.149412e+02
3.103000e+03,1.081678e+00,8.459950e+03,4.064405e+00,2.150762e+02
3.104000e+03,1.081678e+00,8.462676e+03,4.067025e+00,2.152113e+02
3.105000e+03,1.081678e+00,8.465401e+03,4.069647e+00,2.153463e+02
3.106000e+03,1.081679e+00,8.468127e+03,4.072269e+00,2.154814e+02
3.107000e+03,1.081679e+00,8.470852e+03,4.074892e+00,2.156165e+02
3.108000e+03,1.081679e+00,8.473578e+03,4.077515e+00,2.157515e+02
3.109000e+03,1.081680e+00,8.476303e+03,4.080140e+00,2.158866e+02
3.110000e+03,1.081680e+00,8.479029e+03,4.082765e+00,2.160218e+02
3.111000e+03,1.081680e+00,8.481754e+03,4.085391e+00,2.161569e+02
3.112000e+03,1.081680e+00,8.484480e+03,4.088019e+00,2.162920e+02
3.113000e+03,1.081681e+00,8.487205e+03,4.090646e+00,2.164272e+02
3.114000e+03,1.081681e+00,8.489931e+03,4.093275e+00,2.165623e+02
3.115000e+03,1.081681e+00,8.492656e+03,4.095905e+00,2.166975e+02
3.116000e+03,1.081681e+00,8.495382e+03,4.098535e+00,2.168327e+02
