# bass_py recombination reference table
# Source: HyRec-2 (nanoomlee/HYREC-2) + sandbox post-processing
# Generated: 2026-04-18
# Cosmology: Planck 2018-like (HyRec default input.dat)
#   h         = 0.6735837
#   T_CMB     = 2.7255 K
#   Omega_b   = 0.0494142797907188
#   Omega_cb  = 0.31242079216478097
#   Y_He      = 0.245
#   N_eff     = 3.046
#   m_nu_tot  = 0.06 eV
#   Omega_m_total = 0.313841
#   Omega_r_total = 9.220339e-05
#   Omega_Lambda  = 0.686067
#   n_H(z=0)  = 1.899866e-01 /m^3
# Reionization NOT included (recombination history only).
# Columns: z, x_e, T_m[K], tau_dot[1/Mpc], kappa[dimensionless]
z,x_e,T_m,tau_dot,kappa
4.215000e+03,1.081707e+00,1.149071e+04,7.498367e+00,3.714014e+02
4.216000e+03,1.081707e+00,1.149343e+04,7.501924e+00,3.715469e+02
4.217000e+03,1.081707e+00,1.149616e+04,7.505483e+00,3.716923e+02
4.218000e+03,1.081707e+00,1.149888e+04,7.509042e+00,3.718378e+02
4.219000e+03,1.081707e+00,1.150161e+04,7.512602e+00,3.719833e+02
4.220000e+03,1.081707e+00,1.150434e+04,7.516163e+00,3.721288e+02
4.221000e+03,1.081707e+00,1.150706e+04,7.519724e+00,3.722742e+02
4.222000e+03,1.081707e+00,1.150979e+04,7.523287e+00,3.724197e+02
4.223000e+03,1.081707e+00,1.151251e+04,7.526850e+00,3.725652e+02
4.224000e+03,1.081707e+00,1.151524e+04,7.530415e+00,3.727108e+02
4.225000e+03,1.081707e+00,1.151796e+04,7.533980e+00,3.728563e+02
4.226000e+03,1.081707e+00,1.152069e+04,7.537546e+00,3.730018e+02
4.227000e+03,1.081707e+00,1.152341e+04,7.541113e+00,3.731473e+02
4.228000e+03,1.081707e+00,1.152614e+04,7.544680e+00,3.732929e+02
4.229000e+03,1.081707e+00,1.152886e+04,7.548249e+00,3.734384e+02
4.230000e+03,1.081707e+00,1.153159e+04,7.551818e+00,3.735840e+02
4.231000e+03,1.081707e+00,1.153432e+04,7.555388e+00,3.737295e+02
4.232000e+03,1.081707e+00,1.153704e+04,7.558959e+00,3.738751e+02
4.233000e+03,1.081707e+00,1.153977e+04,7.562531e+00,3.740207e+02
4.234000e+03,1.081707e+00,1.154249e+04,7.566104e+00,3.741663e+02
4.235000e+03,1.081707e+00,1.154522e+04,7.569677e+00,3.743119e+02
4.236000e+03,1.081707e+00,1.154794e+04,7.573252e+00,3.744575e+02
4.237000e+03,1.081707e+00,1.155067e+04,7.576827e+00,3.746031e+02
4.238000e+03,1.081707e+00,1.155339e+04,7.580403e+00,3.747487e+02
4.239000e+03,1.081707e+00,1.155612e+04,7.583980e+00,3.748943e+02
4.240000e+03,1.081707e+00,1.155885e+04,7.587558e+00,3.750400e+02
4.241000e+03,1.081707e+00,1.156157e+04,7.591136e+00,3.751856e+02
4.242000e+03,1.081707e+00,1.156430e+04,7.594716e+00,3.753313e+02
4.243000e+03,1.081707e+00,1.156702e+04,7.598296e+00,3.754769e+02
4.244000e+03,1.081707e+00,1.156975e+04,7.601877e+00,3.756226e+02
4.245000e+03,1.081707e+00,1.157247e+04,7.605459e+00,3.757683e+02
4.246000e+03,1.081707e+00,1.157520e+04,7.609042e+00,3.759139e+02
4.247000e+03,1.081707e+00,1.157792e+04,7.612626e+00,3.760596e+02
4.248000e+03,1.081707e+00,1.158065e+04,7.616210e+00,3.762053e+02
4.249000e+03,1.081707e+00,1.158338e+04,7.619796e+00,3.763510e+02
4.250000e+03,1.081707e+00,1.158610e+04,7.623382e+00,3.764967e+02
4.251000e+03,1.081707e+00,1.158883e+04,7.626969e+00,3.766424e+02
4.252000e+03,1.081707e+00,1.159155e+04,7.630557e+00,3.767882e+02
4.253000e+03,1.081707e+00,1.159428e+04,7.634146e+00,3.769339e+02
4.254000e+03,1.081707e+00,1.159700e+04,7.637735e+00,3.770796e+02
4.255000e+03,1.081707e+00,1.159973e+04,7.641326e+00,3.772254e+02
4.256000e+03,1.081707e+00,1.160245e+04,7.644917e+00,3.773711e+02
4.257000e+03,1.081707e+00,1.160518e+04,7.648509e+00,3.775169e+02
4.258000e+03,1.081707e+00,1.160790e+04,7.652102e+00,3.776627e+02
4.259000e+03,1.081707e+00,1.161063e+04,7.655696e+00,3.778085e+02
4.260000e+03,1.081707e+00,1.161336e+04,7.659291e+00,3.779542e+02
4.261000e+03,1.081707e+00,1.161608e+04,7.662886e+00,3.781000e+02
4.262000e+03,1.081707e+00,1.161881e+04,7.666482e+00,3.782458e+02
4.263000e+03,1.081707e+00,1.162153e+04,7.670080e+00,3.783917e+02
4.264000e+03,1.081707e+00,1.162426e+04,7.673678e+00,3.785375e+02
4.265000e+03,1.081707e+00,1.162698e+04,7.677276e+00,3.786833e+02
4.266000e+03,1.081707e+00,1.162971e+04,7.680876e+00,3.788291e+02
4.267000e+03,1.081707e+00,1.163243e+04,7.684477e+00,3.789750e+02
4.268000e+03,1.081707e+00,1.163516e+04,7.688078e+00,3.791208e+02
4.269000e+03,1.081707e+00,1.163789e+04,7.691680e+00,3.792667e+02
4.270000e+03,1.081707e+00,1.164061e+04,7.695283e+00,3.794125e+02
4.271000e+03,1.081707e+00,1.164334e+04,7.698887e+00,3.795584e+02
4.272000e+03,1.081707e+00,1.164606e+04,7.702492e+00,3.797043e+02
4.273000e+03,1.081707e+00,1.164879e+04,7.706098e+00,3.798502e+02
4.274000e+03,1.081707e+00,1.165151e+04,7.709704e+00,3.799960e+02
4.275000e+03,1.081707e+00,1.165424e+04,7.713312e+00,3.801419e+02
4.276000e+03,1.081707e+00,1.165696e+04,7.716920e+00,3.802879e+02
4.277000e+03,1.081707e+00,1.165969e+04,7.720529e+00,3.804338e+02
4.278000e+03,1.081707e+00,1.166241e+04,7.724138e+00,3.805797e+02
4.279000e+03,1.081707e+00,1.166514e+04,7.727749e+00,3.807256e+02
4.280000e+03,1.081707e+00,1.166787e+04,7.731361e+00,3.808716e+02
4.281000e+03,1.081707e+00,1.167059e+04,7.734973e+00,3.810175e+02
4.282000e+03,1.081707e+00,1.167332e+04,7.738586e+00,3.811635e+02
4.283000e+03,1.081707e+00,1.167604e+04,7.742200e+00,3.813094e+02
4.284000e+03,1.081707e+00,1.167877e+04,7.745815e+00,3.814554e+02
4.285000e+03,1.081707e+00,1.168149e+04,7.749431e+00,3.816014e+02
4.286000e+03,1.081707e+00,1.168422e+04,7.753048e+00,3.817473e+02
4.287000e+03,1.081707e+00,1.168694e+04,7.756665e+00,3.818933e+02
4.288000e+03,1.081707e+00,1.168967e+04,7.760283e+00,3.820393e+02
4.289000e+03,1.081707e+00,1.169240e+04,7.763902e+00,3.821853e+02
4.290000e+03,1.081707e+00,1.169512e+04,7.767522e+00,3.823313e+02
4.291000e+03,1.081707e+00,1.169785e+04,7.771143e+00,3.824774e+02
4.292000e+03,1.081707e+00,1.170057e+04,7.774765e+00,3.826234e+02
4.293000e+03,1.081707e+00,1.170330e+04,7.778387e+00,3.827694e+02
4.294000e+03,1.081707e+00,1.170602e+04,7.782011e+00,3.829155e+02
4.295000e+03,1.081707e+00,1.170875e+04,7.785635e+00,3.830615e+02
4.296000e+03,1.081707e+00,1.171147e+04,7.789260e+00,3.832076e+02
4.297000e+03,1.081707e+00,1.171420e+04,7.792886e+00,3.833536e+02
4.298000e+03,1.081707e+00,1.171692e+04,7.796512e+00,3.834997e+02
4.299000e+03,1.081707e+00,1.171965e+04,7.800140e+00,3.836458e+02
4.300000e+03,1.081707e+00,1.172238e+04,7.803768e+00,3.837919e+02
4.301000e+03,1.081707e+00,1.172510e+04,7.807398e+00,3.839380e+02
4.302000e+03,1.081707e+00,1.172783e+04,7.811028e+00,3.840841e+02
4.303000e+03,1.081707e+00,1.173055e+04,7.814659e+00,3.842302e+02
4.304000e+03,1.081707e+00,1.173328e+04,7.818290e+00,3.843763e+02
4.305000e+03,1.081707e+00,1.173600e+04,7.821923e+00,3.845224e+02
4.306000e+03,1.081707e+00,1.173873e+04,7.825556e+00,3.846686e+02
4.307000e+03,1.081707e+00,1.174145e+04,7.829191e+00,3.848147e+02
4.308000e+03,1.081707e+00,1.174418e+04,7.832826e+00,3.849609e+02
4.309000e+03,1.081707e+00,1.174691e+04,7.836462e+00,3.851070e+02
4.310000e+03,1.081707e+00,1.174963e+04,7.840099e+00,3.852532e+02
4.311000e+03,1.081707e+00,1.175236e+04,7.843736e+00,3.853994e+02
4.312000e+03,1.081707e+00,1.175508e+04,7.847375e+00,3.855455e+02
4.313000e+03,1.081707e+00,1.175781e+04,7.851014e+00,3.856917e+02
4.314000e+03,1.081707e+00,1.176053e+04,7.854655e+00,3.858379e+02
4.315000e+03,1.081707e+00,1.176326e+04,7.858296e+00,3.859841e+02
4.316000e+03,1.081707e+00,1.176598e+04,7.861938e+00,3.861303e+02
4.317000e+03,1.081707e+00,1.176871e+04,7.865580e+00,3.862765e+02
4.318000e+03,1.081707e+00,1.177143e+04,7.869224e+00,3.864228e+02
4.319000e+03,1.081707e+00,1.177416e+04,7.872868e+00,3.865690e+02
4.320000e+03,1.081707e+00,1.177689e+04,7.876514e+00,3.867152e+02
4.321000e+03,1.081707e+00,1.177961e+04,7.880160e+00,3.868615e+02
4.322000e+03,1.081707e+00,1.178234e+04,7.883807e+00,3.870077e+02
4.323000e+03,1.081707e+00,1.178506e+04,7.887454e+00,3.871540e+02
4.324000e+03,1.081707e+00,1.178779e+04,7.891103e+00,3.873002e+02
4.325000e+03,1.081707e+00,1.179051e+04,7.894753e+00,3.874465e+02
4.326000e+03,1.081707e+00,1.179324e+04,7.898403e+00,3.875928e+02
4.327000e+03,1.081707e+00,1.179596e+04,7.902054e+00,3.877391e+02
4.328000e+03,1.081707e+00,1.179869e+04,7.905706e+00,3.878854e+02
4.329000e+03,1.081707e+00,1.180142e+04,7.909359e+00,3.880317e+02
4.330000e+03,1.081707e+00,1.180414e+04,7.913013e+00,3.881780e+02
4.331000e+03,1.081707e+00,1.180687e+04,7.916667e+00,3.883243e+02
4.332000e+03,1.081707e+00,1.180959e+04,7.920323e+00,3.884707e+02
4.333000e+03,1.081707e+00,1.181232e+04,7.923979e+00,3.886170e+02
4.334000e+03,1.081707e+00,1.181504e+04,7.927636e+00,3.887633e+02
4.335000e+03,1.081707e+00,1.181777e+04,7.931294e+00,3.889097e+02
4.336000e+03,1.081707e+00,1.182049e+04,7.934953e+00,3.890560e+02
4.337000e+03,1.081707e+00,1.182322e+04,7.938612e+00,3.892024e+02
4.338000e+03,1.081707e+00,1.182594e+04,7.942273e+00,3.893488e+02
4.339000e+03,1.081707e+00,1.182867e+04,7.945934e+00,3.894951e+02
4.340000e+03,1.081707e+00,1.183140e+04,7.949596e+00,3.896415e+02
4.341000e+03,1.081707e+00,1.183412e+04,7.953259e+00,3.897879e+02
4.342000e+03,1.081707e+00,1.183685e+04,7.956923e+00,3.899343e+02
4.343000e+03,1.081707e+00,1.183957e+04,7.960588e+00,3.900807e+02
4.344000e+03,1.081707e+00,1.184230e+04,7.964253e+00,3.902272e+02
4.345000e+03,1.081707e+00,1.184502e+04,7.967920e+00,3.903736e+02
4.346000e+03,1.081707e+00,1.184775e+04,7.971587e+00,3.905200e+02
4.347000e+03,1.081707e+00,1.185047e+04,7.975255e+00,3.906664e+02
4.348000e+03,1.081707e+00,1.185320e+04,7.978924e+00,3.908129e+02
4.349000e+03,1.081707e+00,1.185592e+04,7.982594e+00,3.909593e+02
4.350000e+03,1.081707e+00,1.185865e+04,7.986264e+00,3.911058e+02
4.351000e+03,1.081707e+00,1.186138e+04,7.989936e+00,3.912523e+02
4.352000e+03,1.081707e+00,1.186410e+04,7.993608e+00,3.913987e+02
4.353000e+03,1.081707e+00,1.186683e+04,7.997281e+00,3.915452e+02
4.354000e+03,1.081707e+00,1.186955e+04,8.000955e+00,3.916917e+02
4.355000e+03,1.081707e+00,1.187228e+04,8.004630e+00,3.918382e+02
4.356000e+03,1.081708e+00,1.187500e+04,8.008305e+00,3.919847e+02
4.357000e+03,1.081708e+00,1.187773e+04,8.011982e+00,3.921312e+02
4.358000e+03,1.081708e+00,1.188045e+04,8.015659e+00,3.922778e+02
4.359000e+03,1.081708e+00,1.188318e+04,8.019337e+00,3.924243e+02
4.360000e+03,1.081708e+00,1.188591e+04,8.023016e+00,3.925708e+02
4.361000e+03,1.081708e+00,1.188863e+04,8.026696e+00,3.927174e+02
4.362000e+03,1.081708e+00,1.189136e+04,8.030377e+00,3.928639e+02
4.363000e+03,1.081708e+00,1.189408e+04,8.034059e+00,3.930105e+02
4.364000e+03,1.081708e+00,1.189681e+04,8.037741e+00,3.931570e+02
4.365000e+03,1.081708e+00,1.189953e+04,8.041424e+00,3.933036e+02
4.366000e+03,1.081708e+00,1.190226e+04,8.045108e+00,3.934502e+02
4.367000e+03,1.081708e+00,1.190498e+04,8.048793e+00,3.935968e+02
4.368000e+03,1.081708e+00,1.190771e+04,8.052479e+00,3.937434e+02
4.369000e+03,1.081708e+00,1.191043e+04,8.056166e+00,3.938900e+02
4.370000e+03,1.081708e+00,1.191316e+04,8.059853e+00,3.940366e+02
4.371000e+03,1.081708e+00,1.191589e+04,8.063541e+00,3.941832e+02
4.372000e+03,1.081708e+00,1.191861e+04,8.067231e+00,3.943298e+02
4.373000e+03,1.081708e+00,1.192134e+04,8.070921e+00,3.944764e+02
4.374000e+03,1.081708e+00,1.192406e+04,8.074611e+00,3.946231e+02
4.375000e+03,1.081708e+00,1.192679e+04,8.078303e+00,3.947697e+02
4.376000e+03,1.081708e+00,1.192951e+04,8.081996e+00,3.949164e+02
4.377000e+03,1.081708e+00,1.193224e+04,8.085689e+00,3.950630e+02
4.378000e+03,1.081708e+00,1.193496e+04,8.089383e+00,3.952097e+02
4.379000e+03,1.081708e+00,1.193769e+04,8.093078e+00,3.953564e+02
4.380000e+03,1.081708e+00,1.194042e+04,8.096774e+00,3.955030e+02
4.381000e+03,1.081708e+00,1.194314e+04,8.100471e+00,3.956497e+02
4.382000e+03,1.081708e+00,1.194587e+04,8.104169e+00,3.957964e+02
4.383000e+03,1.081708e+00,1.194859e+04,8.107867e+00,3.959431e+02
4.384000e+03,1.081708e+00,1.195132e+04,8.111566e+00,3.960898e+02
4.385000e+03,1.081708e+00,1.195404e+04,8.115266e+00,3.962366e+02
4.386000e+03,1.081708e+00,1.195677e+04,8.118967e+00,3.963833e+02
4.387000e+03,1.081708e+00,1.195949e+04,8.122669e+00,3.965300e+02
4.388000e+03,1.081708e+00,1.196222e+04,8.126372e+00,3.966767e+02
4.389000e+03,1.081708e+00,1.196494e+04,8.130075e+00,3.968235e+02
4.390000e+03,1.081708e+00,1.196767e+04,8.133780e+00,3.969703e+02
4.391000e+03,1.081708e+00,1.197040e+04,8.137485e+00,3.971170e+02
4.392000e+03,1.081708e+00,1.197312e+04,8.141191e+00,3.972638e+02
4.393000e+03,1.081708e+00,1.197585e+04,8.144898e+00,3.974106e+02
4.394000e+03,1.081708e+00,1.197857e+04,8.148606e+00,3.975573e+02
4.395000e+03,1.081708e+00,1.198130e+04,8.152314e+00,3.977041e+02
4.396000e+03,1.081708e+00,1.198402e+04,8.156024e+00,3.978509e+02
4.397000e+03,1.081708e+00,1.198675e+04,8.159734e+00,3.979977e+02
4.398000e+03,1.081708e+00,1.198947e+04,8.163445e+00,3.981445e+02
4.399000e+03,1.081708e+00,1.199220e+04,8.167157e+00,3.982914e+02
4.400000e+03,1.081708e+00,1.199493e+04,8.170870e+00,3.984382e+02
4.401000e+03,1.081708e+00,1.199765e+04,8.174583e+00,3.985850e+02
4.402000e+03,1.081708e+00,1.200038e+04,8.178298e+00,3.987319e+02
4.403000e+03,1.081708e+00,1.200310e+04,8.182013e+00,3.988787e+02
4.404000e+03,1.081708e+00,1.200583e+04,8.185729e+00,3.990256e+02
4.405000e+03,1.081708e+00,1.200855e+04,8.189446e+00,3.991724e+02
4.406000e+03,1.081708e+00,1.201128e+04,8.193164e+00,3.993193e+02
4.407000e+03,1.081708e+00,1.201400e+04,8.196883e+00,3.994662e+02
4.408000e+03,1.081708e+00,1.201673e+04,8.200602e+00,3.996131e+02
4.409000e+03,1.081708e+00,1.201945e+04,8.204323e+00,3.997600e+02
4.410000e+03,1.081708e+00,1.202218e+04,8.208044e+00,3.999069e+02
4.411000e+03,1.081708e+00,1.202491e+04,8.211766e+00,4.000538e+02
4.412000e+03,1.081708e+00,1.202763e+04,8.215489e+00,4.002007e+02
4.413000e+03,1.081708e+00,1.203036e+04,8.219213e+00,4.003476e+02
4.414000e+03,1.081708e+00,1.203308e+04,8.222937e+00,4.004945e+02
4.415000e+03,1.081708e+00,1.203581e+04,8.226663e+00,4.006415e+02
4.416000e+03,1.081708e+00,1.203853e+04,8.230389e+00,4.007884e+02
4.417000e+03,1.081708e+00,1.204126e+04,8.234116e+00,4.009354e+02
4.418000e+03,1.081708e+00,1.204398e+04,8.237844e+00,4.010823e+02
4.419000e+03,1.081708e+00,1.204671e+04,8.241573e+00,4.012293e+02
4.420000e+03,1.081708e+00,1.204944e+04,8.245302e+00,4.013763e+02
4.421000e+03,1.081708e+00,1.205216e+04,8.249033e+00,4.015232e+02
4.422000e+03,1.081708e+00,1.205489e+04,8.252764e+00,4.016702e+02
4.423000e+03,1.081708e+00,1.205761e+04,8.256497e+00,4.018172e+02
4.424000e+03,1.081708e+00,1.206034e+04,8.260230e+00,4.019642e+02
4.425000e+03,1.081708e+00,1.206306e+04,8.263963e+00,4.021112e+02
4.426000e+03,1.081708e+00,1.206579e+04,8.267698e+00,4.022582e+02
4.427000e+03,1.081708e+00,1.206851e+04,8.271434e+00,4.024053e+02
4.428000e+03,1.081708e+00,1.207124e+04,8.275170e+00,4.025523e+02
4.429000e+03,1.081708e+00,1.207397e+04,8.278907e+00,4.026993e+02
4.430000e+03,1.081708e+00,1.207669e+04,8.282646e+00,4.028464e+02
4.431000e+03,1.081708e+00,1.207942e+04,8.286384e+00,4.029934e+02
4.432000e+03,1.081708e+00,1.208214e+04,8.290124e+00,4.031405e+02
4.433000e+03,1.081708e+00,1.208487e+04,8.293865e+00,4.032875e+02
4.434000e+03,1.081708e+00,1.208759e+04,8.297606e+00,4.034346e+02
4.435000e+03,1.081708e+00,1.209032e+04,8.301349e+00,4.035817e+02
4.436000e+03,1.081708e+00,1.209304e+04,8.305092e+00,4.037288e+02
4.437000e+03,1.081708e+00,1.209577e+04,8.308836e+00,4.038759e+02
4.438000e+03,1.081708e+00,1.209849e+04,8.312581e+00,4.040230e+02
4.439000e+03,1.081708e+00,1.210122e+04,8.316326e+00,4.041701e+02
4.440000e+03,1.081708e+00,1.210395e+04,8.320073e+00,4.043172e+02
4.441000e+03,1.081708e+00,1.210667e+04,8.323820e+00,4.044643e+02
4.442000e+03,1.081708e+00,1.210940e+04,8.327569e+00,4.046115e+02
4.443000e+03,1.081708e+00,1.211212e+04,8.331318e+00,4.047586e+02
4.444000e+03,1.081708e+00,1.211485e+04,8.335068e+00,4.049057e+02
4.445000e+03,1.081708e+00,1.211757e+04,8.338818e+00,4.050529e+02
4.446000e+03,1.081708e+00,1.212030e+04,8.342570e+00,4.052001e+02
4.447000e+03,1.081708e+00,1.212302e+04,8.346322e+00,4.053472e+02
4.448000e+03,1.081708e+00,1.212575e+04,8.350076e+00,4.054944e+02
4.449000e+03,1.081708e+00,1.212848e+04,8.353830e+00,4.056416e+02
4.450000e+03,1.081708e+00,1.213120e+04,8.357585e+00,4.057888e+02
4.451000e+03,1.081708e+00,1.213393e+04,8.361341e+00,4.059360e+02
4.452000e+03,1.081708e+00,1.213665e+04,8.365097e+00,4.060832e+02
4.453000e+03,1.081708e+00,1.213938e+04,8.368855e+00,4.062304e+02
4.454000e+03,1.081708e+00,1.214210e+04,8.372613e+00,4.063776e+02
4.455000e+03,1.081708e+00,1.214483e+04,8.376372e+00,4.065248e+02
4.456000e+03,1.081708e+00,1.214755e+04,8.380132e+00,4.066720e+02
4.457000e+03,1.081708e+00,1.215028e+04,8.383893e+00,4.068193e+02
4.458000e+03,1.081708e+00,1.215300e+04,8.387655e+00,4.069665e+02
4.459000e+03,1.081708e+00,1.215573e+04,8.391418e+00,4.071138e+02
4.460000e+03,1.081708e+00,1.215846e+04,8.395181e+00,4.072610e+02
4.461000e+03,1.081708e+00,1.216118e+04,8.398945e+00,4.074083e+02
4.462000e+03,1.081708e+00,1.216391e+04,8.402710e+00,4.075556e+02
4.463000e+03,1.081708e+00,1.216663e+04,8.406476e+00,4.077029e+02
4.464000e+03,1.081708e+00,1.216936e+04,8.410243e+00,4.078502e+02
4.465000e+03,1.081708e+00,1.217208e+04,8.414011e+00,4.079974e+02
4.466000e+03,1.081708e+00,1.217481e+04,8.417779e+00,4.081447e+02
4.467000e+03,1.081708e+00,1.217753e+04,8.421549e+00,4.082921e+02
4.468000e+03,1.081708e+00,1.218026e+04,8.425319e+00,4.084394e+02
4.469000e+03,1.081708e+00,1.218299e+04,8.429090e+00,4.085867e+02
4.470000e+03,1.081708e+00,1.218571e+04,8.432862e+00,4.087340e+02
4.471000e+03,1.081708e+00,1.218844e+04,8.436634e+00,4.088814e+02
4.472000e+03,1.081708e+00,1.219116e+04,8.440408e+00,4.090287e+02
4.473000e+03,1.081708e+00,1.219389e+04,8.444182e+00,4.091761e+02
4.474000e+03,1.081708e+00,1.219661e+04,8.447958e+00,4.093234e+02
4.475000e+03,1.081708e+00,1.219934e+04,8.451734e+00,4.094708e+02
4.476000e+03,1.081708e+00,1.220206e+04,8.455511e+00,4.096182e+02
4.477000e+03,1.081708e+00,1.220479e+04,8.459288e+00,4.097655e+02
4.478000e+03,1.081708e+00,1.220751e+04,8.463067e+00,4.099129e+02
4.479000e+03,1.081708e+00,1.221024e+04,8.466847e+00,4.100603e+02
4.480000e+03,1.081708e+00,1.221297e+04,8.470627e+00,4.102077e+02
4.481000e+03,1.081708e+00,1.221569e+04,8.474408e+00,4.103551e+02
4.482000e+03,1.081708e+00,1.221842e+04,8.478190e+00,4.105026e+02
4.483000e+03,1.081708e+00,1.222114e+04,8.481973e+00,4.106500e+02
4.484000e+03,1.081708e+00,1.222387e+04,8.485757e+00,4.107974e+02
4.485000e+03,1.081708e+00,1.222659e+04,8.489541e+00,4.109448e+02
4.486000e+03,1.081708e+00,1.222932e+04,8.493326e+00,4.110923e+02
4.487000e+03,1.081708e+00,1.223204e+04,8.497113e+00,4.112397e+02
4.488000e+03,1.081708e+00,1.223477e+04,8.500900e+00,4.113872e+02
4.489000e+03,1.081708e+00,1.223750e+04,8.504688e+00,4.115347e+02
4.490000e+03,1.081708e+00,1.224022e+04,8.508476e+00,4.116821e+02
4.491000e+03,1.081708e+00,1.224295e+04,8.512266e+00,4.118296e+02
4.492000e+03,1.081708e+00,1.224567e+04,8.516056e+00,4.119771e+02
4.493000e+03,1.081708e+00,1.224840e+04,8.519848e+00,4.121246e+02
4.494000e+03,1.081708e+00,1.225112e+04,8.523640e+00,4.122721e+02
4.495000e+03,1.081708e+00,1.225385e+04,8.527433e+00,4.124196e+02
4.496000e+03,1.081708e+00,1.225657e+04,8.531227e+00,4.125671e+02
4.497000e+03,1.081708e+00,1.225930e+04,8.535021e+00,4.127146e+02
4.498000e+03,1.081708e+00,1.226202e+04,8.538817e+00,4.128622e+02
4.499000e+03,1.081708e+00,1.226475e+04,8.542613e+00,4.130097e+02
4.500000e+03,1.081708e+00,1.226748e+04,8.546410e+00,4.131573e+02
4.501000e+03,1.081708e+00,1.227020e+04,8.550208e+00,4.133048e+02
4.502000e+03,1.081708e+00,1.227293e+04,8.554007e+00,4.134524e+02
4.503000e+03,1.081708e+00,1.227565e+04,8.557807e+00,4.135999e+02
4.504000e+03,1.081708e+00,1.227838e+04,8.561608e+00,4.137475e+02
4.505000e+03,1.081708e+00,1.228110e+04,8.565409e+00,4.138951e+02
4.506000e+03,1.081708e+00,1.228383e+04,8.569211e+00,4.140427e+02
4.507000e+03,1.081708e+00,1.228655e+04,8.573014e+00,4.141903e+02
4.508000e+03,1.081708e+00,1.228928e+04,8.576818e+00,4.143379e+02
4.509000e+03,1.081708e+00,1.229200e+04,8.580623e+00,4.144855e+02
4.510000e+03,1.081708e+00,1.229473e+04,8.584429e+00,4.146331e+02
4.511000e+03,1.081708e+00,1.229746e+04,8.588235e+00,4.147807e+02
4.512000e+03,1.081708e+00,1.230018e+04,8.592043e+00,4.149283e+02
4.513000e+03,1.081708e+00,1.230291e+04,8.595851e+00,4.150760e+02
4.514000e+03,1.081708e+00,1.230563e+04,8.599660e+00,4.152236e+02
4.515000e+03,1.081708e+00,1.230836e+04,8.603470e+00,4.153713e+02
4.516000e+03,1.081708e+00,1.231108e+04,8.607280e+00,4.155189e+02
4.517000e+03,1.081708e+00,1.231381e+04,8.611092e+00,4.156666e+02
4.518000e+03,1.081708e+00,1.231653e+04,8.614904e+00,4.158142e+02
4.519000e+03,1.081708e+00,1.231926e+04,8.618717e+00,4.159619e+02
4.520000e+03,1.081708e+00,1.232199e+04,8.622532e+00,4.161096e+02
4.521000e+03,1.081708e+00,1.232471e+04,8.626346e+00,4.162573e+02
4.522000e+03,1.081708e+00,1.232744e+04,8.630162e+00,4.164050e+02
4.523000e+03,1.081708e+00,1.233016e+04,8.633979e+00,4.165527e+02
4.524000e+03,1.081708e+00,1.233289e+04,8.637796e+00,4.167004e+02
4.525000e+03,1.081708e+00,1.233561e+04,8.641615e+00,4.168481e+02
4.526000e+03,1.081708e+00,1.233834e+04,8.645434e+00,4.169959e+02
4.527000e+03,1.081708e+00,1.234106e+04,8.649254e+00,4.171436e+02
4.528000e+03,1.081708e+00,1.234379e+04,8.653075e+00,4.172913e+02
4.529000e+03,1.081708e+00,1.234651e+04,8.656896e+00,4.174391e+02
4.530000e+03,1.081708e+00,1.234924e+04,8.660719e+00,4.175868e+02
4.531000e+03,1.081708e+00,1.235197e+04,8.664542e+00,4.177346e+02
4.532000e+03,1.081708e+00,1.235469e+04,8.668366e+00,4.178824e+02
4.533000e+03,1.081708e+00,1.235742e+04,8.672191e+00,4.180301e+02
4.534000e+03,1.081708e+00,1.236014e+04,8.676017e+00,4.181779e+02
4.535000e+03,1.081708e+00,1.236287e+04,8.679844e+00,4.183257e+02
4.536000e+03,1.081708e+00,1.236559e+04,8.683672e+00,4.184735e+02
4.537000e+03,1.081708e+00,1.236832e+04,8.687500e+00,4.186213e+02
4.538000e+03,1.081708e+00,1.237104e+04,8.691329e+00,4.187691e+02
4.539000e+03,1.081708e+00,1.237377e+04,8.695160e+00,4.189169e+02
4.540000e+03,1.081708e+00,1.237650e+04,8.698991e+00,4.190648e+02
4.541000e+03,1.081708e+00,1.237922e+04,8.702822e+00,4.192126e+02
4.542000e+03,1.081708e+00,1.238195e+04,8.706655e+00,4.193604e+02
4.543000e+03,1.081708e+00,1.238467e+04,8.710489e+00,4.195083e+02
4.544000e+03,1.081708e+00,1.238740e+04,8.714323e+00,4.196561e+02
4.545000e+03,1.081708e+00,1.239012e+04,8.718158e+00,4.198040e+02
4.546000e+03,1.081708e+00,1.239285e+04,8.721994e+00,4.199519e+02
4.547000e+03,1.081708e+00,1.239557e+04,8.725831e+00,4.200997e+02
4.548000e+03,1.081708e+00,1.239830e+04,8.729669e+00,4.202476e+02
4.549000e+03,1.081708e+00,1.240102e+04,8.733507e+00,4.203955e+02
4.550000e+03,1.081708e+00,1.240375e+04,8.737347e+00,4.205434e+02
4.551000e+03,1.081708e+00,1.240648e+04,8.741187e+00,4.206913e+02
4.552000e+03,1.081708e+00,1.240920e+04,8.745028e+00,4.208392e+02
4.553000e+03,1.081709e+00,1.241193e+04,8.748870e+00,4.209871e+02
4.554000e+03,1.081709e+00,1.241465e+04,8.752713e+00,4.211350e+02
4.555000e+03,1.081709e+00,1.241738e+04,8.756557e+00,4.212830e+02
